simID	famID	id1	id2	degree	error_type	phi_IBIS	phi_TRUFFLE	phi_IBDseq	phi_clusIBD
sim7799	def1	O	Q	5	0	0.0198550247062878	0.0183670480543316	0.0194148273374091	0.0198925056008363
sim7799	def1	O	Q	5	0.005	0.0189665742076033	0.0164400582724795	0.0185404497740352	0.0198487434797911
sim7799	def1	O	Q	5	0.01	0.017588159986639	0.0145925273304143	0.0171367818348198	0.0197813248083414
sim7799	def1	O	Q	5	0.05	0.00211596649383674	0.00076890411832613	0.00238424040054829	0.0185269673947495
sim7799	def1	O	Q	5	0.1	NA	NA	NA	0.0148107591056135
sim7799	def1	O	Q	5	0.2	NA	NA	NA	0.0140850126548278
sim7799	def1	O	T	1	0	0.241139240507429	0.243272766466778	0.241080647430418	0.240988133993141
sim7799	def1	O	T	1	0.005	0.23962103640298	0.242671057714331	0.24068569521738	0.240988133993141
sim7799	def1	O	T	1	0.01	0.235845199587742	0.239141132631908	0.239095584424153	0.240372569714079
sim7799	def1	O	T	1	0.05	0.036495248030447	0.00696649384542731	0.0316578729930009	0.236659534132683
sim7799	def1	O	T	1	0.1	0.00073108056404554	NA	0.00103753136845729	0.211438692193661
sim7799	def1	O	T	1	0.2	0.000652618347266729	NA	0.00156476569904683	0.194670906683471
sim7799	def1	O	U	6	0	0.00995113950169319	0.00854727135191181	0.00969755453607698	0.0103524399097084
sim7799	def1	O	U	6	0.005	0.00856550189197248	0.00813273559231132	0.00880864967666775	0.0102170427589575
sim7799	def1	O	U	6	0.01	0.00988864679189842	0.00808479797351121	0.00950453765304523	0.0101656593469423
sim7799	def1	O	U	6	0.05	0.00147271157347099	0.00133273355285618	0.00230774189764126	0.00983131221852772
sim7799	def1	O	U	6	0.1	NA	NA	0.000530173473812879	0.00901951891459572
sim7799	def1	O	U	6	0.2	NA	NA	NA	0.00900490171923897
sim7799	def1	T	U	7	0	0.00356742048246508	0.00229900793970829	0.00350132250587644	0.00506029486682084
sim7799	def1	T	U	7	0.005	0.00356742048246508	0.00220596431358277	0.0033795877936317	0.00506029486682084
sim7799	def1	T	U	7	0.01	0.00340148787632953	0.00216469748500525	0.00299086156460831	0.00502899878500416
sim7799	def1	T	U	7	0.05	NA	NA	0.000457018530786422	0.00509079592594342
sim7799	def1	T	U	7	0.1	NA	NA	NA	0.00279029748154478
sim7799	def1	T	U	7	0.2	NA	NA	NA	0.00298978876604009
sim7799	def10	D	F	1	0	0.218528546582732	0.221458101153136	0.228898515036061	0.229608995539769
sim7799	def10	D	F	1	0.005	0.185111146265944	0.220495657259107	0.229166840160776	0.229576553697616
sim7799	def10	D	F	1	0.01	0.165664825328789	0.213943438595537	0.224968285676429	0.22029525742688
sim7799	def10	D	F	1	0.05	0.0585134191761541	0.0562963534689833	0.0802825672618399	0.208763986304069
sim7799	def10	D	F	1	0.1	0.0426276564934597	0.0458907545705184	0.0645021911938985	0.197983666014241
sim7799	def10	D	F	1	0.2	0.0108318511888456	0.00777287772913168	0.0532430234572634	0.184418559548993
sim7799	def10	D	O	2	0	0.144078010235998	0.145562679374661	0.143400452514097	0.14552685445167
sim7799	def10	D	O	2	0.005	0.143113031094247	0.145118889420439	0.142070375811909	0.145197164716116
sim7799	def10	D	O	2	0.01	0.137397855023039	0.140507723050922	0.13834183828686	0.144735366494648
sim7799	def10	D	O	2	0.05	0.0144090948442096	0.0033783904389023	0.0176557356996086	0.140939443391522
sim7799	def10	D	O	2	0.1	0.00143662285894452	NA	0.00294091619429785	0.12827995115974
sim7799	def10	D	O	2	0.2	NA	NA	0.00226734809136227	0.114889299843152
sim7799	def10	D	S	0	0	0.000861527866848317	NA	NA	NA
sim7799	def10	D	S	0	0.005	0.000616667130929346	NA	NA	NA
sim7799	def10	D	S	0	0.01	0.000861527866848317	NA	NA	NA
sim7799	def10	D	S	0	0.05	0.000654115453259914	NA	NA	NA
sim7799	def10	D	S	0	0.1	NA	NA	NA	NA
